t,MV,PV,DV
6.600000000000000000e+01,5.000000000000000000e+01,3.410999999999999943e+01,5.000000000000000000e+01
6.700000000000000000e+01,5.000000000000000000e+01,3.442999999999999972e+01,5.000000000000000000e+01
6.800000000000000000e+01,5.000000000000000000e+01,3.453000000000000114e+01,5.000000000000000000e+01
6.900000000000000000e+01,5.000000000000000000e+01,3.475999999999999801e+01,5.000000000000000000e+01
7.000000000000000000e+01,5.000000000000000000e+01,3.485000000000000142e+01,5.000000000000000000e+01
7.100000000000000000e+01,5.000000000000000000e+01,3.507999999999999829e+01,5.000000000000000000e+01
7.200000000000000000e+01,5.000000000000000000e+01,3.536999999999999744e+01,5.000000000000000000e+01
7.300000000000000000e+01,5.000000000000000000e+01,3.539999999999999858e+01,5.000000000000000000e+01
7.400000000000000000e+01,5.000000000000000000e+01,3.571999999999999886e+01,5.000000000000000000e+01
7.500000000000000000e+01,5.000000000000000000e+01,3.571999999999999886e+01,5.000000000000000000e+01
7.600000000000000000e+01,5.000000000000000000e+01,3.603999999999999915e+01,5.000000000000000000e+01
7.700000000000000000e+01,5.000000000000000000e+01,3.603999999999999915e+01,5.000000000000000000e+01
7.800000000000000000e+01,5.000000000000000000e+01,3.636999999999999744e+01,5.000000000000000000e+01
7.900000000000000000e+01,5.000000000000000000e+01,3.636999999999999744e+01,5.000000000000000000e+01
8.000000000000000000e+01,5.000000000000000000e+01,3.668999999999999773e+01,5.000000000000000000e+01
8.100000000000000000e+01,5.000000000000000000e+01,3.700999999999999801e+01,5.000000000000000000e+01
8.200000000000000000e+01,5.000000000000000711e+01,3.732999999999999829e+01,5.000000000000000000e+01
8.300000000000000000e+01,5.000000000000000000e+01,3.736999999999999744e+01,5.000000000000000000e+01
8.400000000000000000e+01,5.000000000000000000e+01,3.765999999999999659e+01,5.000000000000000000e+01
8.500000000000000000e+01,5.000000000000000000e+01,3.771999999999999886e+01,5.000000000000000000e+01
8.600000000000000000e+01,5.000000000000000711e+01,3.797999999999999687e+01,5.000000000000000000e+01
8.700000000000000000e+01,5.000000000000000711e+01,3.817000000000000171e+01,5.000000000000000000e+01
8.800000000000000000e+01,5.000000000000000000e+01,3.836999999999999744e+01,5.000000000000000000e+01
8.900000000000000000e+01,4.999999999999999289e+01,3.861999999999999744e+01,5.000000000000000000e+01
9.000000000000000000e+01,5.000000000000000000e+01,3.868999999999999773e+01,5.000000000000000000e+01
9.100000000000000000e+01,4.999999999999999289e+01,3.895000000000000284e+01,5.000000000000000000e+01
9.200000000000000000e+01,5.000000000000000000e+01,3.900999999999999801e+01,5.000000000000000000e+01
9.300000000000000000e+01,5.000000000000000000e+01,3.927000000000000313e+01,5.000000000000000000e+01
9.400000000000000000e+01,5.000000000000000711e+01,3.932999999999999829e+01,5.000000000000000000e+01
9.500000000000000000e+01,5.000000000000000000e+01,3.959000000000000341e+01,5.000000000000000000e+01
9.600000000000000000e+01,5.000000000000000711e+01,3.961999999999999744e+01,5.000000000000000000e+01
9.700000000000000000e+01,5.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
9.800000000000000000e+01,5.000000000000000000e+01,3.993999999999999773e+01,5.000000000000000000e+01
9.900000000000000000e+01,5.000000000000000000e+01,4.022999999999999687e+01,5.000000000000000000e+01
1.000000000000000000e+02,5.000000000000000000e+01,4.022999999999999687e+01,5.000000000000000000e+01
1.010000000000000000e+02,5.000000000000000000e+01,4.052000000000000313e+01,5.000000000000000000e+01
1.020000000000000000e+02,5.000000000000000000e+01,4.061999999999999744e+01,5.000000000000000000e+01
1.030000000000000000e+02,5.000000000000000000e+01,4.088000000000000256e+01,5.000000000000000000e+01
1.040000000000000000e+02,5.000000000000000000e+01,4.090999999999999659e+01,5.000000000000000000e+01
1.050000000000000000e+02,5.000000000000000000e+01,4.120000000000000284e+01,5.000000000000000000e+01
1.060000000000000000e+02,5.000000000000000000e+01,4.127000000000000313e+01,5.000000000000000000e+01
1.070000000000000000e+02,4.999999999999999289e+01,4.132999999999999829e+01,5.000000000000000000e+01
1.080000000000000000e+02,5.000000000000000000e+01,4.152000000000000313e+01,5.000000000000000000e+01
1.090000000000000000e+02,5.000000000000000000e+01,4.171999999999999886e+01,5.000000000000000000e+01
1.100000000000000000e+02,5.000000000000000000e+01,4.185000000000000142e+01,5.000000000000000000e+01
1.110000000000000000e+02,5.000000000000000000e+01,4.200999999999999801e+01,5.000000000000000000e+01
1.120000000000000000e+02,5.000000000000000000e+01,4.217000000000000171e+01,5.000000000000000000e+01
1.130000000000000000e+02,5.000000000000000711e+01,4.232999999999999829e+01,5.000000000000000000e+01
1.140000000000000000e+02,5.000000000000000000e+01,4.249000000000000199e+01,5.000000000000000000e+01
1.150000000000000000e+02,5.000000000000000000e+01,4.254999999999999716e+01,5.000000000000000000e+01
1.160000000000000000e+02,4.999999999999999289e+01,4.281000000000000227e+01,5.000000000000000000e+01
1.170000000000000000e+02,5.000000000000000711e+01,4.288000000000000256e+01,5.000000000000000000e+01
1.180000000000000000e+02,5.000000000000000000e+01,4.310000000000000142e+01,5.000000000000000000e+01
1.190000000000000000e+02,5.000000000000000711e+01,4.313000000000000256e+01,5.000000000000000000e+01
1.200000000000000000e+02,5.000000000000000711e+01,4.335999999999999943e+01,5.000000000000000000e+01
1.210000000000000000e+02,5.000000000000000000e+01,4.346000000000000085e+01,5.000000000000000000e+01
1.220000000000000000e+02,4.999999999999999289e+01,4.367999999999999972e+01,5.000000000000000000e+01
1.230000000000000000e+02,5.000000000000000711e+01,4.378000000000000114e+01,5.000000000000000000e+01
1.240000000000000000e+02,5.000000000000000000e+01,4.393999999999999773e+01,5.000000000000000000e+01
1.250000000000000000e+02,5.000000000000000711e+01,4.410000000000000142e+01,5.000000000000000000e+01
1.260000000000000000e+02,4.999999999999999289e+01,4.417000000000000171e+01,5.000000000000000000e+01
1.270000000000000000e+02,4.999999999999999289e+01,4.442000000000000171e+01,5.000000000000000000e+01
1.280000000000000000e+02,5.000000000000000000e+01,4.475000000000000000e+01,5.000000000000000000e+01
1.290000000000000000e+02,5.000000000000000711e+01,4.475000000000000000e+01,5.000000000000000000e+01
1.300000000000000000e+02,5.000000000000000000e+01,4.484000000000000341e+01,5.000000000000000000e+01
1.310000000000000000e+02,5.000000000000000000e+01,4.503999999999999915e+01,5.000000000000000000e+01
1.320000000000000000e+02,5.000000000000000000e+01,4.507000000000000028e+01,5.000000000000000000e+01
1.330000000000000000e+02,5.000000000000000000e+01,4.513000000000000256e+01,5.000000000000000000e+01
1.340000000000000000e+02,5.000000000000000000e+01,4.539000000000000057e+01,5.000000000000000000e+01
1.350000000000000000e+02,5.000000000000000711e+01,4.542000000000000171e+01,5.000000000000000000e+01
1.360000000000000000e+02,5.000000000000000000e+01,4.567999999999999972e+01,5.000000000000000000e+01
1.370000000000000000e+02,5.000000000000000711e+01,4.571000000000000085e+01,5.000000000000000000e+01
1.380000000000000000e+02,5.000000000000000000e+01,4.600000000000000000e+01,5.000000000000000000e+01
1.390000000000000000e+02,5.000000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01
1.400000000000000000e+02,5.000000000000000000e+01,4.610000000000000142e+01,5.000000000000000000e+01
1.410000000000000000e+02,5.000000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01
1.420000000000000000e+02,4.999999999999999289e+01,4.635999999999999943e+01,5.000000000000000000e+01
1.430000000000000000e+02,5.000000000000000711e+01,4.667999999999999972e+01,5.000000000000000000e+01
1.440000000000000000e+02,5.000000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01
1.450000000000000000e+02,5.000000000000000000e+01,4.696999999999999886e+01,5.000000000000000000e+01
1.460000000000000000e+02,5.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
1.470000000000000000e+02,5.000000000000000000e+01,4.713000000000000256e+01,5.000000000000000000e+01
1.480000000000000000e+02,5.000000000000000000e+01,4.732000000000000028e+01,5.000000000000000000e+01
1.490000000000000000e+02,5.000000000000000000e+01,4.732000000000000028e+01,5.000000000000000000e+01
1.500000000000000000e+02,5.000000000000000000e+01,4.745000000000000284e+01,5.000000000000000000e+01
1.510000000000000000e+02,5.000000000000000000e+01,4.764999999999999858e+01,5.000000000000000000e+01
1.520000000000000000e+02,4.999999999999999289e+01,4.771000000000000085e+01,5.000000000000000000e+01
1.530000000000000000e+02,5.000000000000000000e+01,4.796999999999999886e+01,5.000000000000000000e+01
1.540000000000000000e+02,5.000000000000000000e+01,4.796999999999999886e+01,5.000000000000000000e+01
1.550000000000000000e+02,5.000000000000000000e+01,4.800000000000000000e+01,5.000000000000000000e+01
1.560000000000000000e+02,5.000000000000000000e+01,4.825999999999999801e+01,5.000000000000000000e+01
1.570000000000000000e+02,5.000000000000000000e+01,4.828999999999999915e+01,5.000000000000000000e+01
1.580000000000000000e+02,4.999999999999999289e+01,4.860999999999999943e+01,5.000000000000000000e+01
1.590000000000000000e+02,5.000000000000000711e+01,4.860999999999999943e+01,5.000000000000000000e+01
1.600000000000000000e+02,4.999999999999999289e+01,4.884000000000000341e+01,5.000000000000000000e+01
1.610000000000000000e+02,4.999999999999999289e+01,4.893999999999999773e+01,5.000000000000000000e+01
1.620000000000000000e+02,5.000000000000000000e+01,4.915999999999999659e+01,5.000000000000000000e+01
1.630000000000000000e+02,4.999999999999999289e+01,4.925999999999999801e+01,5.000000000000000000e+01
1.640000000000000000e+02,5.000000000000000000e+01,4.928999999999999915e+01,5.000000000000000000e+01
1.650000000000000000e+02,5.000000000000000000e+01,4.957999999999999829e+01,5.000000000000000000e+01
1.660000000000000000e+02,5.000000000000000000e+01,4.957999999999999829e+01,5.000000000000000000e+01
1.670000000000000000e+02,5.000000000000000000e+01,4.984000000000000341e+01,5.000000000000000000e+01
1.680000000000000000e+02,4.999999999999999289e+01,4.989999999999999858e+01,5.000000000000000000e+01
1.690000000000000000e+02,5.000000000000000000e+01,4.992999999999999972e+01,5.000000000000000000e+01
1.700000000000000000e+02,5.000000000000000000e+01,5.021999999999999886e+01,5.000000000000000000e+01
1.710000000000000000e+02,5.000000000000000000e+01,5.021999999999999886e+01,5.000000000000000000e+01
1.720000000000000000e+02,5.000000000000000000e+01,5.028999999999999915e+01,5.000000000000000000e+01
1.730000000000000000e+02,5.000000000000000000e+01,5.050999999999999801e+01,5.000000000000000000e+01
1.740000000000000000e+02,5.000000000000000711e+01,5.054999999999999716e+01,5.000000000000000000e+01
1.750000000000000000e+02,5.000000000000000000e+01,5.060999999999999943e+01,5.000000000000000000e+01
1.760000000000000000e+02,5.000000000000000711e+01,5.074000000000000199e+01,5.000000000000000000e+01
1.770000000000000000e+02,5.000000000000000000e+01,5.086999999999999744e+01,5.000000000000000000e+01
1.780000000000000000e+02,5.000000000000000000e+01,5.089999999999999858e+01,5.000000000000000000e+01
1.790000000000000000e+02,5.000000000000000000e+01,5.115999999999999659e+01,5.000000000000000000e+01
1.800000000000000000e+02,5.000000000000000000e+01,5.118999999999999773e+01,5.000000000000000000e+01
1.810000000000000000e+02,5.000000000000000000e+01,5.121999999999999886e+01,5.000000000000000000e+01
1.820000000000000000e+02,5.000000000000000000e+01,5.138000000000000256e+01,5.000000000000000000e+01
1.830000000000000000e+02,5.000000000000000000e+01,5.150999999999999801e+01,5.000000000000000000e+01
1.840000000000000000e+02,5.000000000000000000e+01,5.150999999999999801e+01,5.000000000000000000e+01
1.850000000000000000e+02,5.000000000000000000e+01,5.164000000000000057e+01,5.000000000000000000e+01
1.860000000000000000e+02,5.000000000000000000e+01,5.177000000000000313e+01,5.000000000000000000e+01
1.870000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
1.880000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
1.890000000000000000e+02,5.000000000000000000e+01,5.213000000000000256e+01,5.000000000000000000e+01
1.900000000000000000e+02,5.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
1.910000000000000000e+02,5.000000000000000000e+01,5.218999999999999773e+01,5.000000000000000000e+01
1.920000000000000000e+02,5.000000000000000000e+01,5.238000000000000256e+01,5.000000000000000000e+01
1.930000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
1.940000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
1.950000000000000000e+02,5.000000000000000000e+01,5.257999999999999829e+01,5.000000000000000000e+01
1.960000000000000000e+02,5.000000000000000000e+01,5.277000000000000313e+01,5.000000000000000000e+01
1.970000000000000000e+02,5.000000000000000000e+01,5.279999999999999716e+01,5.000000000000000000e+01
1.980000000000000000e+02,5.000000000000000000e+01,5.279999999999999716e+01,5.000000000000000000e+01
1.990000000000000000e+02,5.000000000000000000e+01,5.289999999999999858e+01,5.000000000000000000e+01
2.000000000000000000e+02,5.000000000000000000e+01,5.300000000000000000e+01,5.000000000000000000e+01
2.010000000000000000e+02,5.000000000000000000e+01,5.313000000000000256e+01,5.000000000000000000e+01
2.020000000000000000e+02,5.000000000000000000e+01,5.313000000000000256e+01,5.000000000000000000e+01
2.030000000000000000e+02,5.000000000000000000e+01,5.318999999999999773e+01,5.000000000000000000e+01
2.040000000000000000e+02,5.000000000000000000e+01,5.345000000000000284e+01,5.000000000000000000e+01
2.050000000000000000e+02,5.000000000000000000e+01,5.345000000000000284e+01,5.000000000000000000e+01
2.060000000000000000e+02,5.000000000000000000e+01,5.377000000000000313e+01,5.000000000000000000e+01
2.070000000000000000e+02,5.000000000000000000e+01,5.377000000000000313e+01,5.000000000000000000e+01
2.080000000000000000e+02,5.000000000000000000e+01,5.403000000000000114e+01,5.000000000000000000e+01
2.090000000000000000e+02,5.000000000000000000e+01,5.409000000000000341e+01,5.000000000000000000e+01
2.100000000000000000e+02,5.000000000000000000e+01,5.409000000000000341e+01,5.000000000000000000e+01
2.110000000000000000e+02,5.000000000000000000e+01,5.440999999999999659e+01,5.000000000000000000e+01
2.120000000000000000e+02,5.000000000000000000e+01,5.440999999999999659e+01,5.000000000000000000e+01
2.130000000000000000e+02,5.000000000000000000e+01,5.470000000000000284e+01,5.000000000000000000e+01
2.140000000000000000e+02,5.000000000000000000e+01,5.474000000000000199e+01,5.000000000000000000e+01
2.150000000000000000e+02,5.000000000000000000e+01,5.479999999999999716e+01,5.000000000000000000e+01
2.160000000000000000e+02,5.000000000000000000e+01,5.506000000000000227e+01,5.000000000000000000e+01
2.170000000000000000e+02,5.000000000000000000e+01,5.506000000000000227e+01,5.000000000000000000e+01
2.180000000000000000e+02,5.000000000000000000e+01,5.506000000000000227e+01,5.000000000000000000e+01
2.190000000000000000e+02,5.000000000000000000e+01,5.528000000000000114e+01,5.000000000000000000e+01
2.200000000000000000e+02,5.000000000000000000e+01,5.538000000000000256e+01,5.000000000000000000e+01
2.210000000000000000e+02,5.000000000000000000e+01,5.547999999999999687e+01,5.000000000000000000e+01
2.220000000000000000e+02,5.000000000000000000e+01,5.570000000000000284e+01,5.000000000000000000e+01
2.230000000000000000e+02,5.000000000000000000e+01,5.570000000000000284e+01,5.000000000000000000e+01
2.240000000000000000e+02,5.000000000000000000e+01,5.574000000000000199e+01,5.000000000000000000e+01
2.250000000000000000e+02,5.000000000000000000e+01,5.603000000000000114e+01,5.000000000000000000e+01
2.260000000000000000e+02,5.000000000000000000e+01,5.603000000000000114e+01,5.000000000000000000e+01
2.270000000000000000e+02,5.000000000000000000e+01,5.611999999999999744e+01,5.000000000000000000e+01
2.280000000000000000e+02,5.000000000000000000e+01,5.635000000000000142e+01,5.000000000000000000e+01
2.290000000000000000e+02,5.000000000000000000e+01,5.635000000000000142e+01,5.000000000000000000e+01
2.300000000000000000e+02,5.000000000000000000e+01,5.643999999999999773e+01,5.000000000000000000e+01
2.310000000000000000e+02,5.000000000000000000e+01,5.667000000000000171e+01,5.000000000000000000e+01
2.320000000000000000e+02,5.000000000000000000e+01,5.667000000000000171e+01,5.000000000000000000e+01
2.330000000000000000e+02,5.000000000000000000e+01,5.667000000000000171e+01,5.000000000000000000e+01
2.340000000000000000e+02,5.000000000000000000e+01,5.692999999999999972e+01,5.000000000000000000e+01
2.350000000000000000e+02,5.000000000000000000e+01,5.699000000000000199e+01,5.000000000000000000e+01
2.360000000000000000e+02,5.000000000000000000e+01,5.699000000000000199e+01,5.000000000000000000e+01
2.370000000000000000e+02,5.000000000000000000e+01,5.702000000000000313e+01,5.000000000000000000e+01
2.380000000000000000e+02,5.000000000000000000e+01,5.718999999999999773e+01,5.000000000000000000e+01
2.390000000000000000e+02,5.000000000000000000e+01,5.731000000000000227e+01,5.000000000000000000e+01
2.400000000000000000e+02,5.000000000000000000e+01,5.731000000000000227e+01,5.000000000000000000e+01
2.410000000000000000e+02,5.000000000000000000e+01,5.740999999999999659e+01,5.000000000000000000e+01
2.420000000000000000e+02,5.000000000000000000e+01,5.757000000000000028e+01,5.000000000000000000e+01
2.430000000000000000e+02,5.000000000000000000e+01,5.764000000000000057e+01,5.000000000000000000e+01
2.440000000000000000e+02,5.000000000000000000e+01,5.764000000000000057e+01,5.000000000000000000e+01
2.450000000000000000e+02,5.000000000000000000e+01,5.764000000000000057e+01,5.000000000000000000e+01
2.460000000000000000e+02,5.000000000000000000e+01,5.779999999999999716e+01,5.000000000000000000e+01
2.470000000000000000e+02,5.000000000000000000e+01,5.796000000000000085e+01,5.000000000000000000e+01
2.480000000000000000e+02,5.000000000000000000e+01,5.796000000000000085e+01,5.000000000000000000e+01
2.490000000000000000e+02,5.000000000000000000e+01,5.796000000000000085e+01,5.000000000000000000e+01
2.500000000000000000e+02,5.000000000000000000e+01,5.796000000000000085e+01,5.000000000000000000e+01
2.510000000000000000e+02,5.000000000000000000e+01,5.806000000000000227e+01,5.000000000000000000e+01
2.520000000000000000e+02,5.000000000000000000e+01,5.811999999999999744e+01,5.000000000000000000e+01
2.530000000000000000e+02,5.000000000000000000e+01,5.828000000000000114e+01,5.000000000000000000e+01
2.540000000000000000e+02,5.000000000000000000e+01,5.828000000000000114e+01,5.000000000000000000e+01
2.550000000000000000e+02,5.000000000000000000e+01,5.828000000000000114e+01,5.000000000000000000e+01
2.560000000000000000e+02,5.000000000000000000e+01,5.835000000000000142e+01,5.000000000000000000e+01
2.570000000000000000e+02,5.000000000000000000e+01,5.843999999999999773e+01,5.000000000000000000e+01
2.580000000000000000e+02,5.000000000000000000e+01,5.860000000000000142e+01,5.000000000000000000e+01
2.590000000000000000e+02,5.000000000000000000e+01,5.860000000000000142e+01,5.000000000000000000e+01
2.600000000000000000e+02,5.000000000000000000e+01,5.860000000000000142e+01,5.000000000000000000e+01
2.610000000000000000e+02,5.000000000000000000e+01,5.860000000000000142e+01,5.000000000000000000e+01
2.620000000000000000e+02,5.000000000000000000e+01,5.867000000000000171e+01,5.000000000000000000e+01
2.630000000000000000e+02,5.000000000000000000e+01,5.875999999999999801e+01,5.000000000000000000e+01
2.640000000000000000e+02,5.000000000000000000e+01,5.885999999999999943e+01,5.000000000000000000e+01
2.650000000000000000e+02,5.000000000000000000e+01,5.892999999999999972e+01,5.000000000000000000e+01
2.660000000000000000e+02,5.000000000000000000e+01,5.892999999999999972e+01,5.000000000000000000e+01
2.670000000000000000e+02,5.000000000000000000e+01,5.892999999999999972e+01,5.000000000000000000e+01
2.680000000000000000e+02,5.000000000000000000e+01,5.892999999999999972e+01,5.000000000000000000e+01
2.690000000000000000e+02,5.000000000000000000e+01,5.892999999999999972e+01,5.000000000000000000e+01
2.700000000000000000e+02,5.000000000000000000e+01,5.914999999999999858e+01,5.000000000000000000e+01
2.710000000000000000e+02,5.000000000000000000e+01,5.925000000000000000e+01,5.000000000000000000e+01
2.720000000000000000e+02,5.000000000000000000e+01,5.925000000000000000e+01,5.000000000000000000e+01
2.730000000000000000e+02,5.000000000000000000e+01,5.925000000000000000e+01,5.000000000000000000e+01
2.740000000000000000e+02,5.000000000000000000e+01,5.925000000000000000e+01,5.000000000000000000e+01
2.750000000000000000e+02,5.000000000000000000e+01,5.925000000000000000e+01,5.000000000000000000e+01
2.760000000000000000e+02,5.000000000000000000e+01,5.931000000000000227e+01,5.000000000000000000e+01
2.770000000000000000e+02,5.000000000000000000e+01,5.943999999999999773e+01,5.000000000000000000e+01
2.780000000000000000e+02,5.000000000000000000e+01,5.957000000000000028e+01,5.000000000000000000e+01
2.790000000000000000e+02,5.000000000000000000e+01,5.957000000000000028e+01,5.000000000000000000e+01
2.800000000000000000e+02,5.000000000000000000e+01,5.957000000000000028e+01,5.000000000000000000e+01
2.810000000000000000e+02,5.000000000000000000e+01,5.963000000000000256e+01,5.000000000000000000e+01
2.820000000000000000e+02,5.000000000000000000e+01,5.985999999999999943e+01,5.000000000000000000e+01
2.830000000000000000e+02,5.000000000000000000e+01,5.989000000000000057e+01,5.000000000000000000e+01
2.840000000000000000e+02,5.000000000000000000e+01,5.989000000000000057e+01,5.000000000000000000e+01
2.850000000000000000e+02,5.000000000000000000e+01,5.989000000000000057e+01,5.000000000000000000e+01
2.860000000000000000e+02,5.000000000000000000e+01,5.992000000000000171e+01,5.000000000000000000e+01
2.870000000000000000e+02,5.000000000000000000e+01,5.996000000000000085e+01,5.000000000000000000e+01
2.880000000000000000e+02,5.000000000000000000e+01,5.999000000000000199e+01,5.000000000000000000e+01
2.890000000000000000e+02,5.000000000000000000e+01,6.011999999999999744e+01,5.000000000000000000e+01
2.900000000000000000e+02,5.000000000000000000e+01,6.017999999999999972e+01,5.000000000000000000e+01
